# Target Sample Rate: 500 Hz
time,gFx,gFy,gFz,TgF
0.001343,-0.0017,0.0645,0.9931,1.00
0.002401,-0.0024,0.0630,0.9970,1.00
0.006726,-0.0054,0.0621,1.0051,1.01
0.007746,-0.0056,0.0613,1.0092,1.01
0.013799,-0.0073,0.0613,1.0134,1.02
0.015952,-0.0095,0.0621,1.0190,1.02
0.019297,-0.0115,0.0623,1.0190,1.02
0.020088,-0.0127,0.0635,1.0180,1.02
0.023160,-0.0129,0.0640,1.0161,1.02
0.034175,-0.0117,0.0640,1.0146,1.02
0.036680,-0.0049,0.0562,1.0012,1.00
0.039576,-0.0034,0.0542,0.9992,1.00
0.041221,-0.0017,0.0528,0.9970,1.00
0.045276,-0.0010,0.0515,0.9953,1.00
0.045376,0.0005,0.0498,0.9931,0.99
0.047854,0.0012,0.0489,0.9912,0.99
0.048890,0.0024,0.0486,0.9892,0.99
0.051784,0.0032,0.0474,0.9885,0.99
0.052989,0.0044,0.0457,0.9890,0.99
0.055939,0.0044,0.0447,0.9904,0.99
0.057217,0.0034,0.0450,0.9894,0.99
0.062114,0.0017,0.0462,0.9880,0.99
0.062238,-0.0002,0.0474,0.9877,0.99
0.064328,-0.0029,0.0493,0.9877,0.99
0.065438,-0.0068,0.0515,0.9877,0.99
0.068298,-0.0115,0.0542,0.9875,0.99
0.069370,-0.0161,0.0567,0.9865,0.99
0.072042,-0.0210,0.0594,0.9875,0.99
0.073535,-0.0257,0.0623,0.9885,0.99
0.078490,-0.0308,0.0652,0.9875,0.99
0.080767,-0.0388,0.0721,0.9909,0.99
0.084796,-0.0479,0.0794,0.9931,1.00
0.085919,-0.0520,0.0818,0.9938,1.00
0.088844,-0.0557,0.0865,0.9963,1.00
0.089942,-0.0577,0.0877,0.9948,1.00
0.095085,-0.0594,0.0887,0.9926,1.00
0.097231,-0.0584,0.0892,0.9880,0.99
0.101415,-0.0557,0.0877,0.9846,0.99
0.102372,-0.0530,0.0875,0.9821,0.99
0.105298,-0.0503,0.0855,0.9802,0.99
0.107088,-0.0469,0.0833,0.9777,0.98
0.111710,-0.0428,0.0814,0.9767,0.98
0.114842,-0.0274,0.0750,0.9758,0.98
0.117759,-0.0220,0.0738,0.9758,0.98
0.119062,-0.0178,0.0735,0.9762,0.98
0.121944,-0.0144,0.0726,0.9772,0.98
0.123171,-0.0122,0.0726,0.9784,0.98
0.128673,-0.0081,0.0740,0.9799,0.98
0.131733,-0.0046,0.0760,0.9831,0.99
0.134826,-0.0039,0.0799,0.9858,0.99
0.135183,-0.0044,0.0823,0.9885,0.99
0.139321,-0.0061,0.0850,0.9919,1.00
0.139557,-0.0081,0.0867,0.9929,1.00
0.145563,-0.0103,0.0884,0.9938,1.00
0.148356,-0.0156,0.0894,0.9990,1.00
0.150622,-0.0169,0.0904,1.0012,1.01
0.151757,-0.0193,0.0906,1.0036,1.01
0.154491,-0.0217,0.0906,1.0046,1.01
0.156099,-0.0230,0.0909,1.0058,1.01
0.162157,-0.0242,0.0911,1.0078,1.01
0.164292,-0.0288,0.0914,1.0085,1.01
0.167191,-0.0308,0.0919,1.0083,1.01
0.168535,-0.0313,0.0914,1.0090,1.01
0.171254,-0.0315,0.0906,1.0075,1.01
0.172651,-0.0330,0.0897,1.0058,1.01
0.178748,-0.0349,0.0889,1.0053,1.01
0.180894,-0.0388,0.0877,1.0048,1.01
0.183690,-0.0398,0.0870,1.0048,1.01
0.184858,-0.0401,0.0865,1.0048,1.01
0.187757,-0.0401,0.0845,1.0046,1.01
0.188953,-0.0396,0.0831,1.0048,1.01
0.195878,-0.0391,0.0821,1.0056,1.01
0.197995,-0.0403,0.0796,1.0085,1.01
0.200684,-0.0408,0.0779,1.0092,1.01
0.204337,-0.0425,0.0767,1.0136,1.02
0.205386,-0.0437,0.0772,1.0166,1.02
0.213618,-0.0442,0.0770,1.0178,1.02
0.217094,-0.0474,0.0787,1.0188,1.02
0.217853,-0.0474,0.0792,1.0180,1.02
0.220600,-0.0464,0.0804,1.0163,1.02
0.221898,-0.0452,0.0809,1.0141,1.02
0.229281,-0.0442,0.0806,1.0114,1.02
0.233981,-0.0374,0.0796,1.0046,1.01
0.234557,-0.0359,0.0794,1.0034,1.01
0.236740,-0.0344,0.0787,1.0014,1.01
0.238226,-0.0327,0.0777,1.0002,1.00
0.247056,-0.0318,0.0767,0.9999,1.00
0.249506,-0.0288,0.0740,0.9965,1.00
0.253705,-0.0291,0.0726,0.9953,1.00
0.254868,-0.0281,0.0718,0.9951,1.00
0.263023,-0.0274,0.0711,0.9946,1.00
0.265907,-0.0269,0.0696,0.9970,1.00
0.267157,-0.0257,0.0694,0.9965,1.00
0.270083,-0.0249,0.0708,0.9960,1.00
0.271210,-0.0249,0.0713,0.9960,1.00
0.279362,-0.0252,0.0711,0.9965,1.00
0.282235,-0.0283,0.0735,0.9912,0.99
0.283749,-0.0293,0.0728,0.9892,0.99
0.286594,-0.0298,0.0726,0.9887,0.99
0.287788,-0.0303,0.0726,0.9887,0.99
0.295251,-0.0298,0.0716,0.9890,0.99
0.298875,-0.0296,0.0699,0.9853,0.99
0.300078,-0.0288,0.0684,0.9846,0.99
0.303007,-0.0281,0.0674,0.9841,0.99
0.304163,-0.0261,0.0660,0.9824,0.98
0.306945,-0.0239,0.0652,0.9802,0.98
0.311435,-0.0227,0.0650,0.9789,0.98
0.315292,-0.0198,0.0638,0.9787,0.98
0.316456,-0.0191,0.0633,0.9777,0.98
0.319093,-0.0181,0.0638,0.9755,0.98
0.320499,-0.0176,0.0650,0.9723,0.97
0.323026,-0.0166,0.0652,0.9694,0.97
0.327943,-0.0164,0.0655,0.9684,0.97
0.331991,-0.0154,0.0672,0.9677,0.97
0.333098,-0.0151,0.0677,0.9679,0.97
0.336161,-0.0151,0.0679,0.9684,0.97
0.337119,-0.0151,0.0691,0.9689,0.97
0.340244,-0.0161,0.0696,0.9697,0.97
0.346315,-0.0178,0.0691,0.9706,0.97
0.348757,-0.0210,0.0699,0.9740,0.98
0.352671,-0.0244,0.0701,0.9770,0.98
0.353811,-0.0264,0.0713,0.9784,0.98
0.356551,-0.0271,0.0716,0.9806,0.98
0.363242,-0.0259,0.0713,0.9821,0.99
0.366171,-0.0264,0.0711,0.9892,0.99
0.369210,-0.0254,0.0706,0.9912,0.99
0.370339,-0.0242,0.0708,0.9919,0.99
0.373055,-0.0232,0.0718,0.9924,1.00
0.379669,-0.0232,0.0726,0.9933,1.00
0.382342,-0.0215,0.0745,0.9955,1.00
0.385509,-0.0213,0.0752,0.9955,1.00
0.386902,-0.0213,0.0762,0.9963,1.00
0.389526,-0.0222,0.0770,0.9965,1.00
0.391092,-0.0222,0.0770,0.9958,1.00
0.395262,-0.0217,0.0772,0.9951,1.00
0.396329,-0.0217,0.0779,0.9960,1.00
0.398131,-0.0210,0.0777,0.9977,1.00
0.398966,-0.0210,0.0779,0.9997,1.00
0.401619,-0.0208,0.0782,1.0004,1.00
0.403163,-0.0198,0.0792,0.9995,1.00
0.405411,-0.0191,0.0796,0.9999,1.00
0.407251,-0.0191,0.0794,1.0014,1.00
0.413087,-0.0200,0.0789,1.0034,1.01
0.415418,-0.0193,0.0809,1.0039,1.01
0.418392,-0.0186,0.0814,1.0048,1.01
0.419509,-0.0193,0.0811,1.0043,1.01
0.422614,-0.0205,0.0821,1.0024,1.01
0.423463,-0.0213,0.0838,1.0019,1.01
0.429022,-0.0220,0.0850,1.0021,1.01
0.429156,-0.0235,0.0853,1.0014,1.01
0.430540,-0.0254,0.0850,1.0007,1.00
0.431687,-0.0261,0.0838,1.0017,1.01
0.434759,-0.0279,0.0831,1.0026,1.01
0.435829,-0.0308,0.0836,1.0031,1.01
0.439047,-0.0318,0.0818,1.0029,1.01
0.440230,-0.0332,0.0809,1.0026,1.01
0.446844,-0.0357,0.0801,1.0041,1.01
0.451168,-0.0381,0.0757,1.0036,1.01
0.452238,-0.0381,0.0750,1.0036,1.01
0.455239,-0.0381,0.0748,1.0036,1.01
0.456457,-0.0386,0.0745,1.0051,1.01
0.461238,-0.0386,0.0738,1.0051,1.01
0.463658,-0.0388,0.0735,1.0034,1.01
0.467625,-0.0374,0.0733,1.0009,1.00
0.468927,-0.0379,0.0721,0.9997,1.00
0.472016,-0.0384,0.0704,0.9997,1.00
0.473120,-0.0384,0.0701,0.9995,1.00
0.478608,-0.0381,0.0699,0.9975,1.00
0.481077,-0.0362,0.0672,0.9955,1.00
0.483806,-0.0349,0.0669,0.9946,1.00
0.485427,-0.0327,0.0657,0.9936,1.00
0.487871,-0.0320,0.0660,0.9933,1.00
0.489491,-0.0322,0.0669,0.9929,1.00
0.496236,-0.0313,0.0674,0.9919,0.99
0.500548,-0.0293,0.0711,0.9885,0.99
0.501746,-0.0305,0.0716,0.9885,0.99
0.504816,-0.0327,0.0721,0.9872,0.99
0.505749,-0.0340,0.0716,0.9865,0.99
0.513111,-0.0354,0.0706,0.9858,0.99
0.517085,-0.0410,0.0694,0.9897,0.99
0.518347,-0.0413,0.0689,0.9904,0.99
0.521987,-0.0420,0.0687,0.9887,0.99
0.522411,-0.0435,0.0687,0.9863,0.99
0.528809,-0.0440,0.0687,0.9838,0.99
0.530997,-0.0418,0.0694,0.9797,0.98
0.533488,-0.0410,0.0701,0.9775,0.98
0.538305,-0.0415,0.0701,0.9743,0.98
0.539020,-0.0413,0.0713,0.9723,0.98
0.546425,-0.0413,0.0723,0.9711,0.97
0.550201,-0.0410,0.0757,0.9626,0.97
0.551376,-0.0413,0.0762,0.9626,0.97
0.554176,-0.0418,0.0774,0.9623,0.97
0.555457,-0.0408,0.0787,0.9628,0.97
0.563138,-0.0420,0.0799,0.9640,0.97
0.566336,-0.0410,0.0816,0.9667,0.97
0.567763,-0.0403,0.0814,0.9679,0.97
0.570379,-0.0398,0.0809,0.9692,0.97
0.572040,-0.0401,0.0804,0.9692,0.97
0.578956,-0.0398,0.0816,0.9694,0.97
0.583104,-0.0386,0.0831,0.9736,0.98
0.584185,-0.0386,0.0831,0.9750,0.98
0.587351,-0.0388,0.0838,0.9770,0.98
0.588446,-0.0396,0.0845,0.9789,0.98
0.596704,-0.0396,0.0848,0.9821,0.99
0.599564,-0.0393,0.0850,0.9955,1.00
0.603657,-0.0386,0.0862,0.9995,1.00
0.604944,-0.0388,0.0870,1.0014,1.01
0.613469,-0.0391,0.0875,1.0026,1.01
0.618632,-0.0410,0.0880,1.0046,1.01
0.618758,-0.0418,0.0880,1.0058,1.01
0.623330,-0.0437,0.0894,1.0056,1.01
0.623444,-0.0452,0.0884,1.0056,1.01
0.625237,-0.0457,0.0870,1.0065,1.01
0.632242,-0.0467,0.0870,1.0073,1.01
0.638720,-0.0474,0.0850,1.0107,1.02
0.648661,-0.0430,0.0855,1.0136,1.02
0.653881,-0.0364,0.0880,1.0085,1.01
0.655586,-0.0364,0.0882,1.0083,1.01
0.668076,-0.0359,0.0884,1.0068,1.01
0.670425,-0.0393,0.0853,1.0034,1.01
0.673435,-0.0408,0.0843,1.0034,1.01
0.680873,-0.0418,0.0831,1.0029,1.01
0.683200,-0.0413,0.0816,0.9955,1.00
0.686127,-0.0410,0.0814,0.9955,1.00
0.687271,-0.0396,0.0814,0.9951,1.00
0.690458,-0.0384,0.0809,0.9936,1.00
0.697795,-0.0374,0.0801,0.9931,1.00
0.702306,-0.0340,0.0784,0.9897,0.99
0.703589,-0.0342,0.0792,0.9887,0.99
0.706662,-0.0349,0.0787,0.9877,0.99
0.713519,-0.0359,0.0777,0.9872,0.99
0.715877,-0.0381,0.0750,0.9870,0.99
0.718877,-0.0384,0.0752,0.9855,0.99
0.719900,-0.0379,0.0757,0.9841,0.99
0.723566,-0.0374,0.0760,0.9831,0.99
0.729756,-0.0374,0.0752,0.9846,0.99
0.732195,-0.0352,0.0755,0.9853,0.99
0.734878,-0.0347,0.0745,0.9855,0.99
0.736715,-0.0340,0.0730,0.9858,0.99
0.739415,-0.0342,0.0730,0.9863,0.99
0.740603,-0.0349,0.0743,0.9863,0.99
0.746090,-0.0357,0.0750,0.9865,0.99
0.748659,-0.0374,0.0743,0.9858,0.99
0.751668,-0.0371,0.0745,0.9853,0.99
0.752868,-0.0379,0.0755,0.9846,0.99
0.755915,-0.0388,0.0750,0.9838,0.99
0.757221,-0.0396,0.0740,0.9850,0.99
0.762647,-0.0403,0.0740,0.9863,0.99
0.765199,-0.0413,0.0728,0.9872,0.99
0.768148,-0.0406,0.0728,0.9872,0.99
0.769252,-0.0396,0.0723,0.9877,0.99
0.772108,-0.0386,0.0718,0.9885,0.99
0.773511,-0.0379,0.0718,0.9894,0.99
0.779245,-0.0379,0.0716,0.9899,0.99
0.781677,-0.0388,0.0706,0.9904,0.99
0.784700,-0.0386,0.0706,0.9914,0.99
0.785960,-0.0388,0.0716,0.9924,1.00
0.788818,-0.0393,0.0723,0.9926,1.00
0.789906,-0.0391,0.0728,0.9938,1.00
0.795831,-0.0391,0.0730,0.9965,1.00
0.803113,-0.0398,0.0760,1.0012,1.00
0.805437,-0.0388,0.0794,1.0017,1.01
0.813927,-0.0381,0.0782,1.0012,1.00
0.817093,-0.0369,0.0816,1.0014,1.01
0.818907,-0.0366,0.0826,1.0004,1.00
0.821754,-0.0364,0.0831,0.9999,1.00
0.822908,-0.0364,0.0845,0.9992,1.00
0.828827,-0.0364,0.0855,0.9985,1.00
0.831076,-0.0379,0.0843,0.9941,1.00
0.833951,-0.0384,0.0838,0.9943,1.00
0.835412,-0.0396,0.0831,0.9941,1.00
0.838157,-0.0398,0.0826,0.9946,1.00
0.839614,-0.0393,0.0814,0.9936,1.00
0.845460,-0.0393,0.0801,0.9938,1.00
0.847639,-0.0401,0.0757,0.9960,1.00
0.850431,-0.0403,0.0745,0.9970,1.00
0.851693,-0.0408,0.0733,0.9977,1.00
0.854390,-0.0403,0.0728,0.9977,1.00
0.855817,-0.0403,0.0733,0.9980,1.00
0.862015,-0.0406,0.0728,0.9992,1.00
0.866927,-0.0381,0.0704,1.0024,1.01
0.868211,-0.0381,0.0704,1.0026,1.01
0.871151,-0.0386,0.0701,1.0021,1.01
0.872335,-0.0386,0.0699,1.0012,1.00
0.879247,-0.0376,0.0694,1.0012,1.00
0.883445,-0.0364,0.0701,1.0007,1.00
0.884580,-0.0364,0.0708,1.0002,1.00
0.887866,-0.0362,0.0723,0.9997,1.00
0.889510,-0.0362,0.0730,0.9990,1.00
0.895387,-0.0364,0.0738,0.9992,1.00
0.899480,-0.0366,0.0752,0.9987,1.00
0.901135,-0.0374,0.0762,0.9990,1.00
0.904033,-0.0376,0.0767,0.9985,1.00
0.905134,-0.0376,0.0772,0.9973,1.00
0.912239,-0.0379,0.0777,0.9973,1.00
0.916282,-0.0388,0.0796,0.9980,1.00
0.917438,-0.0388,0.0792,0.9980,1.00
0.920557,-0.0398,0.0787,0.9975,1.00
0.921759,-0.0396,0.0784,0.9970,1.00
0.929110,-0.0393,0.0792,0.9963,1.00
0.932836,-0.0364,0.0789,0.9992,1.00
0.933899,-0.0369,0.0784,1.0002,1.00
0.936570,-0.0379,0.0774,0.9987,1.00
0.938044,-0.0393,0.0770,0.9980,1.00
0.945755,-0.0393,0.0770,0.9992,1.00
0.949288,-0.0366,0.0784,1.0004,1.00
0.950461,-0.0359,0.0760,1.0004,1.00
0.953456,-0.0357,0.0745,1.0002,1.00
0.954590,-0.0354,0.0745,0.9987,1.00
0.962386,-0.0349,0.0740,0.9958,1.00
0.965976,-0.0300,0.0762,0.9865,0.99
0.967208,-0.0298,0.0765,0.9865,0.99
0.970093,-0.0296,0.0757,0.9865,0.99
0.971410,-0.0291,0.0757,0.9865,0.99
0.981229,-0.0291,0.0770,0.9865,0.99
0.983657,-0.0264,0.0779,0.9902,0.99
0.986636,-0.0257,0.0772,0.9912,0.99
0.987652,-0.0257,0.0782,0.9916,1.00
0.991280,-0.0257,0.0784,0.9916,1.00
0.997913,-0.0261,0.0784,0.9916,1.00
1.000134,-0.0257,0.0804,0.9872,0.99
1.003261,-0.0266,0.0816,0.9872,0.99
1.004198,-0.0279,0.0828,0.9875,0.99
1.007396,-0.0293,0.0836,0.9872,0.99
1.014421,-0.0305,0.0840,0.9860,0.99
1.020132,-0.0349,0.0816,0.9921,1.00
1.021345,-0.0352,0.0814,0.9916,1.00
1.024125,-0.0354,0.0806,0.9926,1.00
1.034136,-0.0352,0.0794,0.9933,1.00
1.036399,-0.0354,0.0760,0.9936,1.00
1.040073,-0.0357,0.0760,0.9931,1.00
1.041505,-0.0354,0.0752,0.9926,1.00
1.048148,-0.0347,0.0752,0.9916,1.00
1.053729,-0.0342,0.0750,0.9926,1.00
1.054070,-0.0347,0.0752,0.9943,1.00
1.056651,-0.0352,0.0750,0.9951,1.00
1.063877,-0.0359,0.0745,0.9951,1.00
1.066015,-0.0371,0.0752,0.9963,1.00
1.068980,-0.0384,0.0745,0.9977,1.00
1.069945,-0.0393,0.0738,0.9982,1.00
1.073573,-0.0403,0.0735,0.9982,1.00
1.074642,-0.0408,0.0735,1.0002,1.00
1.080526,-0.0403,0.0743,1.0007,1.00
1.082860,-0.0386,0.0770,1.0019,1.01
1.085459,-0.0386,0.0772,0.9997,1.00
1.086690,-0.0391,0.0777,0.9975,1.00
1.089710,-0.0396,0.0794,0.9960,1.00
1.090923,-0.0396,0.0806,0.9943,1.00
1.097094,-0.0396,0.0811,0.9924,1.00
1.101407,-0.0401,0.0823,0.9853,0.99
1.103163,-0.0388,0.0821,0.9824,0.99
1.105952,-0.0386,0.0811,0.9821,0.99
1.114008,-0.0376,0.0801,0.9828,0.99
1.116120,-0.0340,0.0777,0.9814,0.99
1.118411,-0.0337,0.0767,0.9802,0.98
1.122409,-0.0325,0.0757,0.9806,0.98
1.123887,-0.0330,0.0752,0.9814,0.98
1.130167,-0.0340,0.0738,0.9816,0.98
1.134790,-0.0349,0.0730,0.9875,0.99
1.136472,-0.0354,0.0733,0.9887,0.99
1.139020,-0.0379,0.0733,0.9890,0.99
1.140072,-0.0396,0.0738,0.9890,0.99
1.146996,-0.0401,0.0740,0.9887,0.99
1.151308,-0.0366,0.0711,0.9887,0.99
1.152388,-0.0354,0.0708,0.9877,0.99
1.155512,-0.0332,0.0708,0.9877,0.99
1.157174,-0.0308,0.0713,0.9880,0.99
1.163897,-0.0291,0.0711,0.9887,0.99
1.167911,-0.0215,0.0718,0.9885,0.99
1.169125,-0.0205,0.0716,0.9882,0.99
1.172165,-0.0195,0.0716,0.9890,0.99
1.173173,-0.0181,0.0726,0.9887,0.99
1.180265,-0.0178,0.0735,0.9887,0.99
1.184025,-0.0166,0.0752,0.9907,0.99
1.185568,-0.0178,0.0760,0.9919,0.99
1.188519,-0.0193,0.0767,0.9931,1.00
1.190100,-0.0200,0.0770,0.9941,1.00
1.197033,-0.0198,0.0784,0.9955,1.00
1.200786,-0.0203,0.0828,0.9975,1.00
1.201848,-0.0203,0.0833,0.9973,1.00
1.204972,-0.0198,0.0855,0.9982,1.00
1.206061,-0.0188,0.0870,0.9975,1.00
1.213393,-0.0193,0.0877,0.9968,1.00
1.217267,-0.0227,0.0899,0.9958,1.00
1.218627,-0.0239,0.0897,0.9955,1.00
1.221746,-0.0244,0.0892,0.9968,1.00
1.222662,-0.0247,0.0882,0.9975,1.00
1.230443,-0.0252,0.0877,0.9975,1.00
1.233695,-0.0293,0.0850,0.9999,1.00
1.234876,-0.0300,0.0845,0.9999,1.00
1.237981,-0.0303,0.0831,1.0009,1.00
1.239339,-0.0305,0.0821,1.0021,1.01
1.254035,-0.0308,0.0816,1.0019,1.01
1.265279,-0.0359,0.0738,1.0017,1.01
1.267834,-0.0347,0.0711,1.0012,1.00
1.270711,-0.0330,0.0721,1.0002,1.00
1.272461,-0.0325,0.0721,0.9999,1.00
1.280599,-0.0315,0.0726,0.9987,1.00
1.283438,-0.0274,0.0740,0.9926,1.00
1.287278,-0.0252,0.0745,0.9926,1.00
1.288303,-0.0237,0.0748,0.9924,1.00
1.296855,-0.0230,0.0760,0.9912,0.99
1.299865,-0.0239,0.0740,0.9853,0.99
1.300887,-0.0244,0.0735,0.9855,0.99
1.303842,-0.0242,0.0735,0.9848,0.99
1.304860,-0.0242,0.0738,0.9850,0.99
1.308310,-0.0242,0.0730,0.9855,0.99
1.314502,-0.0244,0.0728,0.9858,0.99
1.317639,-0.0271,0.0745,0.9872,0.99
1.320191,-0.0281,0.0760,0.9877,0.99
1.321321,-0.0279,0.0765,0.9872,0.99
1.330763,-0.0281,0.0770,0.9870,0.99
1.333775,-0.0303,0.0765,0.9880,0.99
1.336549,-0.0310,0.0765,0.9887,0.99
1.337705,-0.0313,0.0767,0.9885,0.99
1.341210,-0.0318,0.0772,0.9877,0.99
1.347434,-0.0315,0.0770,0.9880,0.99
1.350064,-0.0322,0.0772,0.9882,0.99
1.352852,-0.0318,0.0765,0.9875,0.99
1.354230,-0.0320,0.0760,0.9882,0.99
1.357472,-0.0330,0.0760,0.9887,0.99
1.363386,-0.0342,0.0762,0.9892,0.99
1.366450,-0.0371,0.0770,0.9904,0.99
1.369677,-0.0386,0.0762,0.9909,0.99
1.370621,-0.0396,0.0762,0.9907,0.99
1.373929,-0.0398,0.0765,0.9914,1.00
1.380898,-0.0391,0.0765,0.9921,1.00
1.383791,-0.0374,0.0748,0.9970,1.00
1.385887,-0.0362,0.0743,0.9985,1.00
1.387160,-0.0352,0.0752,0.9980,1.00
1.389701,-0.0354,0.0755,0.9973,1.00
1.391505,-0.0352,0.0750,0.9968,1.00
1.397553,-0.0352,0.0750,0.9973,1.00
1.399674,-0.0342,0.0782,0.9938,1.00
1.402475,-0.0332,0.0789,0.9924,1.00
1.406600,-0.0318,0.0777,0.9907,0.99
1.408135,-0.0313,0.0779,0.9894,0.99
1.413881,-0.0300,0.0792,0.9892,0.99
1.416321,-0.0281,0.0796,0.9897,0.99
1.419153,-0.0276,0.0799,0.9924,1.00
1.420029,-0.0274,0.0794,0.9941,1.00
1.423210,-0.0279,0.0784,0.9933,1.00
1.430254,-0.0279,0.0777,0.9926,1.00
1.432302,-0.0269,0.0787,0.9931,1.00
1.435404,-0.0271,0.0787,0.9943,1.00
1.436479,-0.0264,0.0779,0.9951,1.00
1.439593,-0.0252,0.0777,0.9963,1.00
1.440565,-0.0244,0.0774,0.9965,1.00
1.447121,-0.0247,0.0777,0.9963,1.00
1.449351,-0.0305,0.0794,0.9941,1.00
1.452088,-0.0318,0.0801,0.9936,1.00
1.456001,-0.0340,0.0794,0.9946,1.00
1.457514,-0.0342,0.0789,0.9953,1.00
1.464635,-0.0344,0.0787,0.9973,1.00
1.468330,-0.0357,0.0752,1.0019,1.01
1.469456,-0.0362,0.0765,1.0009,1.00
1.472294,-0.0359,0.0762,0.9999,1.00
1.473587,-0.0354,0.0760,0.9995,1.00
1.488753,-0.0342,0.0765,0.9995,1.00
1.500794,-0.0320,0.0809,0.9914,1.00
1.505190,-0.0247,0.0779,0.9897,0.99
1.506903,-0.0230,0.0757,0.9899,0.99
1.514230,-0.0220,0.0748,0.9914,0.99
1.517648,-0.0208,0.0730,0.9953,1.00
1.519114,-0.0210,0.0730,0.9958,1.00
1.521832,-0.0227,0.0723,0.9970,1.00
1.522844,-0.0239,0.0716,0.9975,1.00
1.530866,-0.0244,0.0711,0.9973,1.00
1.533805,-0.0271,0.0716,0.9977,1.00
1.534963,-0.0266,0.0708,0.9980,1.00
1.538109,-0.0261,0.0711,0.9982,1.00
1.539442,-0.0274,0.0721,0.9980,1.00
1.546354,-0.0276,0.0716,0.9977,1.00
1.550407,-0.0259,0.0713,0.9973,1.00
1.551510,-0.0261,0.0701,0.9965,1.00
1.554220,-0.0269,0.0701,0.9955,1.00
1.555916,-0.0271,0.0706,0.9933,1.00
1.563289,-0.0259,0.0708,0.9926,1.00
1.567110,-0.0244,0.0735,0.9907,0.99
1.568097,-0.0252,0.0743,0.9894,0.99
1.571257,-0.0259,0.0740,0.9890,0.99
1.572313,-0.0266,0.0743,0.9894,0.99
1.580555,-0.0276,0.0745,0.9897,0.99
1.583634,-0.0281,0.0777,0.9870,0.99
1.587630,-0.0288,0.0787,0.9870,0.99
1.589190,-0.0281,0.0782,0.9877,0.99
1.597485,-0.0271,0.0784,0.9880,0.99
1.599772,-0.0244,0.0806,0.9924,1.00
1.604035,-0.0271,0.0779,0.9926,1.00
1.605085,-0.0266,0.0787,0.9948,1.00
1.613725,-0.0261,0.0801,0.9977,1.00
1.616450,-0.0259,0.0848,0.9999,1.00
1.617769,-0.0266,0.0865,1.0019,1.01
1.621587,-0.0266,0.0875,1.0036,1.01
1.622371,-0.0257,0.0880,1.0048,1.01
1.630751,-0.0244,0.0884,1.0043,1.01
1.638752,-0.0266,0.0892,1.0070,1.01
1.641493,-0.0310,0.0872,1.0073,1.01
1.647925,-0.0313,0.0858,1.0068,1.01
1.650774,-0.0349,0.0816,1.0063,1.01
1.653806,-0.0342,0.0804,1.0051,1.01
1.655000,-0.0344,0.0801,1.0043,1.01
1.671619,-0.0349,0.0804,1.0041,1.01
1.675101,-0.0344,0.0755,0.9992,1.00
1.683566,-0.0342,0.0755,0.9965,1.00
1.686952,-0.0335,0.0745,0.9909,0.99
1.687662,-0.0347,0.0743,0.9904,0.99
1.691383,-0.0359,0.0735,0.9904,0.99
1.699082,-0.0354,0.0735,0.9902,0.99
1.703253,-0.0349,0.0738,0.9865,0.99
1.704248,-0.0352,0.0735,0.9855,0.99
1.707813,-0.0349,0.0738,0.9841,0.99
1.708445,-0.0347,0.0735,0.9824,0.99
1.714378,-0.0342,0.0733,0.9814,0.98
1.717111,-0.0337,0.0730,0.9789,0.98
1.719064,-0.0330,0.0721,0.9789,0.98
1.720376,-0.0318,0.0721,0.9792,0.98
1.723929,-0.0315,0.0716,0.9794,0.98
1.730970,-0.0315,0.0721,0.9799,0.98
1.733411,-0.0286,0.0726,0.9799,0.98
1.735900,-0.0274,0.0726,0.9802,0.98
1.737017,-0.0269,0.0726,0.9799,0.98
1.740209,-0.0266,0.0730,0.9802,0.98
1.741685,-0.0266,0.0738,0.9797,0.98
1.748010,-0.0264,0.0740,0.9787,0.98
1.750023,-0.0239,0.0745,0.9806,0.98
1.752497,-0.0235,0.0738,0.9802,0.98
1.756491,-0.0232,0.0740,0.9802,0.98
1.763420,-0.0225,0.0735,0.9814,0.98
1.766307,-0.0235,0.0733,0.9843,0.99
1.768977,-0.0225,0.0730,0.9848,0.99
1.770002,-0.0225,0.0733,0.9841,0.99
1.773318,-0.0235,0.0726,0.9843,0.99
1.774996,-0.0247,0.0730,0.9848,0.99
1.781362,-0.0244,0.0738,0.9841,0.99
1.785399,-0.0247,0.0772,0.9833,0.99
1.786937,-0.0249,0.0772,0.9838,0.99
1.789517,-0.0247,0.0777,0.9855,0.99
1.791199,-0.0239,0.0782,0.9868,0.99
1.803327,-0.0244,0.0789,0.9870,0.99
1.805785,-0.0271,0.0794,0.9943,1.00
1.807832,-0.0279,0.0794,0.9953,1.00
1.815573,-0.0281,0.0794,0.9968,1.00
1.818246,-0.0286,0.0804,1.0017,1.01
1.822327,-0.0291,0.0804,1.0007,1.00
1.823489,-0.0293,0.0801,1.0014,1.01
1.831063,-0.0293,0.0806,1.0021,1.01
1.834842,-0.0293,0.0823,1.0036,1.01
1.835752,-0.0291,0.0828,1.0029,1.01
1.838827,-0.0296,0.0840,1.0031,1.01
1.839874,-0.0300,0.0843,1.0036,1.01
1.846996,-0.0296,0.0833,1.0024,1.01
1.850914,-0.0288,0.0836,0.9982,1.00
1.851995,-0.0279,0.0831,0.9968,1.00
1.855081,-0.0281,0.0828,0.9955,1.00
1.856271,-0.0279,0.0818,0.9948,1.00
1.863733,-0.0276,0.0821,0.9946,1.00
1.867305,-0.0257,0.0809,0.9951,1.00
